marka,kategori,ebat,urun_kodu,desen,liste_fiyati,perakende_fiyati
BRIDGESTONE,4 MEVSIM,225/60R17,512011,TURANZA ALL SEASON 6,13496.0,13496.0
BRIDGESTONE,YAZ,215/60R17,614860,TURANZA 6,10192.0,10192.0
BRIDGESTONE,4 MEVSIM,215/60R17,619018,TURANZA ALL SEASON 6,11019.0,11019.0
BRIDGESTONE,YAZ,285/65R17,544829,DUELER A/T002,13628.0,13628.0
BRIDGESTONE,YAZ,265/65R17,617206,DUELER A/T002,13025.0,13025.0
BRIDGESTONE,YAZ,255/65R17,544729,DUELER A/T002,12677.0,12677.0
BRIDGESTONE,YAZ,245/65R17,544429,DUELER A/T002,12181.0,12181.0
BRIDGESTONE,YAZ,235/65R17,610898,TURANZA 6,10523.0,10523.0
BRIDGESTONE,4 MEVSIM,235/65R17,519827,TURANZA ALL SEASON 6,11309.0,11309.0
BRIDGESTONE,YAZ,225/65R17,544912,TURANZA 6,11106.0,11106.0
BRIDGESTONE,4 MEVSIM,225/65R17,519879,TURANZA ALL SEASON 6,12617.0,12617.0
BRIDGESTONE,YAZ,215/65R17,611514,TURANZA 6,10065.0,10065.0
BRIDGESTONE,4 MEVSIM,215/65R17,619019,TURANZA ALL SEASON 6,10920.0,10920.0
BRIDGESTONE,YAZ,265/70R17,511016,M/T674,21561.0,21561.0
BRIDGESTONE,YAZ,245/70R17,511017,M/T674,21616.0,21616.0
BRIDGESTONE,YAZ,245/70R17,544629,DUELER A/T002,12960.0,12960.0
BRIDGESTONE,YAZ,235/60R16,544654,TURANZA 6,8760.0,8760.0
BRIDGESTONE,YAZ,215/65R16,611513,TURANZA 6,7841.0,7841.0
BRIDGESTONE,YAZ,215/65R16,571798,TURANZA 6,7996.0,7996.0
BRIDGESTONE,4 MEVSIM,215/65R16,532792,A005 EVO,7911.0,7911.0
BRIDGESTONE,4 MEVSIM,215/65R16,619016,TURANZA ALL SEASON 6,8134.0,8134.0
BRIDGESTONE,YAZ,215/65R16,617202,DUELER A/T002,7732.0,7732.0
BRIDGESTONE,YAZ,265/70R16,617207,DUELER A/T002,11542.0,11542.0
BRIDGESTONE,YAZ,255/70R16,617205,DUELER A/T002,11582.0,11582.0
BRIDGESTONE,YAZ,245/70R16,617203,DUELER A/T002,10161.0,10161.0
BRIDGESTONE,YAZ,235/70R16,510600,DUELER A/T002,8872.0,8872.0
BRIDGESTONE,YAZ,215/70R16,511750,DUELER A/T002,8791.0,8791.0
BRIDGESTONE,YAZ,265/75R16,511019,M/T674,19931.0,19931.0
BRIDGESTONE,YAZ,245/75R16,511018,M/T674,18264.0,18264.0
BRIDGESTONE,YAZ,215/80R16,545137,DUELER A/T002,7944.0,7944.0
BRIDGESTONE,YAZ,205/80R16,617201,DUELER A/T002,8758.0,8758.0
BRIDGESTONE,YAZ,235/85R16,511015,M/T674,18353.0,18353.0
BRIDGESTONE,YAZ,265/70R15,511760,DUELER A/T002,10522.0,10522.0
BRIDGESTONE,YAZ,255/70R15,544903,DUELER A/T002,12060.0,12060.0
BRIDGESTONE,YAZ,225/70R15,545138,DUELER A/T002,8793.0,8793.0
BRIDGESTONE,YAZ,205/70R15,545111,DUELER A/T002,7279.0,7279.0
BRIDGESTONE,YAZ,235/75R15,545135,DUELER A/T002,9025.0,9025.0
BRIDGESTONE,YAZ,215/75R15,545136,DUELER A/T002,9541.0,9541.0
BRIDGESTONE,YAZ,195/80R15,545134,DUELER A/T002,7577.0,7577.0
BRIDGESTONE,4 MEVSIM,225/55R17,643371,DURAVIS A/S EVO,12922.0,12922.0
BRIDGESTONE,YAZ,235/60R17,643446,DURAVIS VAN,11995.0,11995.0
BRIDGESTONE,4 MEVSIM,235/60R17,643375,DURAVIS A/S EVO,15063.0,15063.0
BRIDGESTONE,YAZ,215/60R17,643765,R660,11955.0,11955.0
BRIDGESTONE,4 MEVSIM,215/60R17,643293,DURAVIS A/S EVO,12573.0,12573.0
BRIDGESTONE,4 MEVSIM,215/60R16,643291,DURAVIS A/S EVO,13029.0,13029.0
BRIDGESTONE,YAZ,195/60R16,643443,R660,9249.0,9249.0
BRIDGESTONE,4 MEVSIM,195/60R16,643275,DURAVIS A/S EVO,10021.0,10021.0
BRIDGESTONE,YAZ,285/65R16,643830,R660,20198.0,20198.0
BRIDGESTONE,4 MEVSIM,235/65R16,643376,DURAVIS A/S EVO,12244.0,12244.0
BRIDGESTONE,4 MEVSIM,235/65R16,643377,DURAVIS A/S EVO,12822.0,12822.0
BRIDGESTONE,YAZ,235/65R16,643451,DURAVIS VAN,10527.0,10527.0
BRIDGESTONE,YAZ,235/65R16,643456,DURAVIS VAN,11437.0,11437.0
BRIDGESTONE,YAZ,235/65R16,643499,R660,11414.0,11414.0
BRIDGESTONE,YAZ,225/65R16,643455,DURAVIS VAN,12003.0,12003.0
BRIDGESTONE,4 MEVSIM,225/65R16,643372,DURAVIS A/S EVO,12946.0,12946.0
BRIDGESTONE,YAZ,215/65R16,643211,R660,10514.0,10514.0
BRIDGESTONE,YAZ,215/65R16,643425,R660,10601.0,10601.0
BRIDGESTONE,4 MEVSIM,215/65R16,643298,DURAVIS A/S EVO,11458.0,11458.0
BRIDGESTONE,4 MEVSIM,215/65R16,643299,DURAVIS A/S EVO,11542.0,11542.0
BRIDGESTONE,YAZ,205/65R16,643453,DURAVIS VAN,10025.0,10025.0
BRIDGESTONE,4 MEVSIM,205/65R16,643283,DURAVIS A/S EVO,11031.0,11031.0
BRIDGESTONE,4 MEVSIM,195/65R16,643276,DURAVIS A/S EVO,10996.0,10996.0
BRIDGESTONE,YAZ,225/75R16,643468,DURAVIS VAN,10880.0,10880.0
BRIDGESTONE,4 MEVSIM,225/75R16,643374,DURAVIS A/S EVO,11880.0,11880.0
BRIDGESTONE,YAZ,215/75R16,643466,DURAVIS VAN,10100.0,10100.0
BRIDGESTONE,4 MEVSIM,215/75R16,643308,DURAVIS A/S EVO,10307.0,10307.0
BRIDGESTONE,4 MEVSIM,215/75R16,643310,DURAVIS A/S EVO,10716.0,10716.0
BRIDGESTONE,YAZ,205/75R16,643471,DURAVIS VAN,9802.0,9802.0
BRIDGESTONE,4 MEVSIM,205/75R16,643284,DURAVIS A/S EVO,10189.0,10189.0
BRIDGESTONE,4 MEVSIM,205/75R16,643290,DURAVIS A/S EVO,10352.0,10352.0
BRIDGESTONE,YAZ,195/75R16,643452,DURAVIS VAN,8425.0,8425.0
BRIDGESTONE,YAZ,195/75R16,643472,DURAVIS VAN,8558.0,8558.0
BRIDGESTONE,4 MEVSIM,195/75R16,643278,DURAVIS A/S EVO,9139.0,9139.0
BRIDGESTONE,4 MEVSIM,195/75R16,643279,DURAVIS A/S EVO,9319.0,9319.0
BRIDGESTONE,YAZ,185/75R16,643410,R660,9265.0,9265.0
BRIDGESTONE,4 MEVSIM,185/75R16,643270,DURAVIS A/S EVO,9864.0,9864.0
BRIDGESTONE,4 MEVSIM,215/65R15,643297,DURAVIS A/S EVO,11794.0,11794.0
BRIDGESTONE,YAZ,225/70R15,642467,DURAVIS VAN,9265.0,9265.0
BRIDGESTONE,4 MEVSIM,225/70R15,643373,DURAVIS A/S EVO,9713.0,9713.0
BRIDGESTONE,YAZ,215/70R15,521766,R660,11017.0,11017.0
BRIDGESTONE,YAZ,215/70R15,642454,DURAVIS VAN,11236.0,11236.0
BRIDGESTONE,4 MEVSIM,215/70R15,643302,DURAVIS A/S EVO,11598.0,11598.0
BRIDGESTONE,YAZ,205/70R15,642214,R660,9538.0,9538.0
BRIDGESTONE,4 MEVSIM,195/70R15,643277,DURAVIS A/S EVO,8421.0,8421.0
BRIDGESTONE,YAZ,195R15,642213,R660,9571.0,9571.0
BRIDGESTONE,YAZ,195R14,642215,R660,7173.0,7173.0
LASSA,KIS,275/35R21,214302,SNOWAYS 5,25360.0,25360.0
LASSA,KIS,255/35R21,214846,SNOWAYS 5,22443.0,22443.0
LASSA,KIS,255/35R20,214807,SNOWAYS 5,14769.0,14769.0
LASSA,KIS,255/40R20,214827,SNOWAYS 5,22547.0,22547.0
LASSA,KIS,215/45R20,214833,SNOWAYS 5,22900.0,22900.0
LASSA,KIS,275/35R19,214809,SNOWAYS 5,21278.0,21278.0
LASSA,KIS,255/35R19,214814,SNOWAYS 5,14067.0,14067.0
LASSA,KIS,235/35R19,214819,SNOWAYS 5,15294.0,15294.0
LASSA,KIS,255/40R19,214812,SNOWAYS 5,15638.0,15638.0
LASSA,KIS,245/40R19,214829,SNOWAYS 5,15021.0,15021.0
LASSA,KIS,235/40R19,214822,SNOWAYS 5,17257.0,17257.0
LASSA,KIS,225/40R19,214810,SNOWAYS 5,16414.0,16414.0
LASSA,KIS,245/40R18,214818,SNOWAYS 5,11208.0,11208.0
LASSA,KIS,235/40R18,214816,SNOWAYS 5,11311.0,11311.0
LASSA,KIS,225/40R18,214832,SNOWAYS 5,8204.0,8204.0
LASSA,KIS,255/45R18,214811,SNOWAYS 5,13592.0,13592.0
LASSA,KIS,245/45R18,214840,SNOWAYS 5,11693.0,11693.0
LASSA,KIS,235/45R18,214843,SNOWAYS 5,12048.0,12048.0
LASSA,KIS,225/45R18,214830,SNOWAYS 5,11608.0,11608.0
LASSA,KIS,215/45R18,214305,SNOWAYS 5,12417.0,12417.0
LASSA,KIS,195/60R18,214837,SNOWAYS 5,9947.0,9947.0
LASSA,KIS,245/45R17,214815,SNOWAYS 5,10335.0,10335.0
LASSA,KIS,235/45R17,214813,SNOWAYS 5,7779.0,7779.0
LASSA,KIS,225/45R17,214848,SNOWAYS 5,6827.0,6827.0
LASSA,KIS,225/45R17,212032,ICEWAYS 2,7138.0,7138.0
LASSA,KIS,215/45R17,214817,SNOWAYS 5,8490.0,8490.0
LASSA,KIS,205/45R17,214828,SNOWAYS 5,9241.0,9241.0
LASSA,KIS,225/50R17,214847,SNOWAYS 5,9629.0,9629.0
LASSA,KIS,225/50R17,212029,ICEWAYS 2,10089.0,10089.0
LASSA,KIS,215/50R17,214842,SNOWAYS 5,9609.0,9609.0
LASSA,KIS,215/50R17,212031,ICEWAYS 2,10017.0,10017.0
LASSA,KIS,205/50R17,214839,SNOWAYS 5,9299.0,9299.0
LASSA,KIS,225/55R17,214845,SNOWAYS 5,10149.0,10149.0
LASSA,KIS,225/55R17,212034,ICEWAYS 2,10522.0,10522.0
LASSA,KIS,215/55R17,214852,SNOWAYS 5,9813.0,9813.0
LASSA,KIS,205/55R17,214844,SNOWAYS 5,9596.0,9596.0
LASSA,KIS,205/55R17,212953,SNOWAYS 3,9514.0,9514.0
LASSA,KIS,195/45R16,212955,SNOWAYS 3,7808.0,7808.0
LASSA,KIS,225/55R16,214831,SNOWAYS 4+,10062.0,10062.0
LASSA,KIS,225/55R16,212023,ICEWAYS 2,10445.0,10445.0
LASSA,KIS,215/55R16,214838,SNOWAYS 5,8514.0,8514.0
LASSA,KIS,215/55R16,212027,ICEWAYS 2,8894.0,8894.0
LASSA,KIS,205/55R16,214800,SNOWAYS 5,6087.0,6087.0
LASSA,KIS,205/55R16,214802,SNOWAYS 5,6285.0,6285.0
LASSA,KIS,205/55R16,212008,ICEWAYS 2,6348.0,6348.0
LASSA,KIS,195/55R16,214854,SNOWAYS 5,7149.0,7149.0
LASSA,KIS,195/55R16,212026,ICEWAYS 2,7493.0,7493.0
LASSA,KIS,215/60R16,214851,SNOWAYS 5,8926.0,8926.0
LASSA,KIS,215/60R16,212003,ICEWAYS 2,9267.0,9267.0
LASSA,KIS,205/60R16,214855,SNOWAYS 5,7336.0,7336.0
LASSA,KIS,205/60R16,214806,SNOWAYS 5,7483.0,7483.0
LASSA,KIS,205/60R16,212041,ICEWAYS 2,7653.0,7653.0
LASSA,KIS,195/60R16,214835,SNOWAYS 4+,7983.0,7983.0
LASSA,KIS,215/65R16,212039,ICEWAYS 2,7614.0,7614.0
LASSA,KIS,195/50R15,214825,SNOWAYS 4+,5396.0,5396.0
LASSA,KIS,195/55R15,214824,SNOWAYS 4+,7678.0,7678.0
LASSA,KIS,185/55R15,224873,SNOWAYS 4+,6964.0,6964.0
LASSA,KIS,205/60R15,212982,SNOWAYS 3,9050.0,9050.0
LASSA,KIS,195/60R15,214834,SNOWAYS 5,5997.0,5997.0
LASSA,KIS,195/60R15,212038,ICEWAYS 2,6285.0,6285.0
LASSA,KIS,185/60R15,214853,SNOWAYS 5,5529.0,5529.0
LASSA,KIS,185/60R15,214808,SNOWAYS 5,5638.0,5638.0
LASSA,KIS,185/60R15,212024,ICEWAYS 2,5787.0,5787.0
LASSA,KIS,205/65R15,214823,SNOWAYS 4+,8589.0,8589.0
LASSA,KIS,205/65R15,212037,ICEWAYS 2,8982.0,8982.0
LASSA,KIS,195/65R15,214857,SNOWAYS 5,5009.0,5009.0
LASSA,KIS,195/65R15,214804,SNOWAYS 5,5136.0,5136.0
LASSA,KIS,195/65R15,212018,ICEWAYS 2,5365.0,5365.0
LASSA,KIS,195/65R15,212017,ICEWAYS 2,5365.0,5365.0
LASSA,KIS,185/65R15,214885,SNOWAYS 5,5009.0,5009.0
LASSA,KIS,185/65R15,214856,SNOWAYS 5,5136.0,5136.0
LASSA,KIS,185/65R15,212005,ICEWAYS 2,5365.0,5365.0
LASSA,KIS,175/65R15,214874,SNOWAYS 4+,5725.0,5725.0
LASSA,KIS,165/65R15,214878,SNOWAYS 4+,5638.0,5638.0
LASSA,KIS,185/60R14,214879,SNOWAYS 4+,4944.0,4944.0
LASSA,KIS,185/60R14,212009,ICEWAYS 2,5191.0,5191.0
LASSA,KIS,185/65R14,214826,SNOWAYS 4+,4907.0,4907.0
LASSA,KIS,185/65R14,212036,ICEWAYS 2,5155.0,5155.0
LASSA,KIS,175/65R14,214865,SNOWAYS 4+,4467.0,4467.0
LASSA,KIS,175/65R14,212007,ICEWAYS 2,4682.0,4682.0
LASSA,KIS,165/65R14,212939,SNOWAYS 3,5204.0,5204.0
LASSA,KIS,155/65R14,212948,SNOWAYS 3,4164.0,4164.0
LASSA,KIS,185/70R14,212902,SNOWAYS 3,5859.0,5859.0
LASSA,KIS,185/70R14,212019,ICEWAYS 2,6153.0,6153.0
LASSA,KIS,175/70R14,214877,SNOWAYS 4+,5007.0,5007.0
LASSA,KIS,175/70R14,212028,ICEWAYS 2,5252.0,5252.0
LASSA,KIS,165/70R14,214872,SNOWAYS 4+,4997.0,4997.0
LASSA,KIS,175/80R14,212913,SNOWAYS 3,5435.0,5435.0
LASSA,KIS,175/70R13,212901,SNOWAYS 3,4155.0,4155.0
LASSA,KIS,175/70R13,212033,ICEWAYS 2,4424.0,4424.0
LASSA,KIS,155/70R13,212949,SNOWAYS 3,4384.0,4384.0
LASSA,KIS,165/80R13,212947,SNOWAYS 3,4337.0,4337.0
LASSA,KIS,155/80R13,212938,SNOWAYS 3,4462.0,4462.0
LASSA,KIS,145/80R13,212909,SNOWAYS 3,4399.0,4399.0
LASSA,KIS,295/35R21,214312,COMPETUS WINTER 3 ,18818.0,18818.0
LASSA,KIS,275/45R21,214314,COMPETUS WINTER 3 ,18919.0,18919.0
LASSA,KIS,275/40R20,214419,COMPETUS WINTER 2 +,16311.0,16311.0
LASSA,KIS,245/40R20,214402,COMPETUS WINTER 3 ,23097.0,23097.0
LASSA,KIS,275/45R20,214324,COMPETUS WINTER 3 ,18852.0,18852.0
LASSA,KIS,275/45R20,214420,COMPETUS WINTER 2 +,18573.0,18573.0
LASSA,KIS,255/45R20,214841,COMPETUS WINTER 3 ,19250.0,19250.0
LASSA,KIS,245/45R20,214313,COMPETUS WINTER 3 ,18266.0,18266.0
LASSA,KIS,235/45R20,214301,COMPETUS WINTER 3 ,20648.0,20648.0
LASSA,KIS,275/50R20,214311,COMPETUS WINTER 3 ,22744.0,22744.0
LASSA,KIS,235/50R20,214306,COMPETUS WINTER 3 ,17440.0,17440.0
LASSA,KIS,255/45R19,214858,COMPETUS WINTER 3 ,16824.0,16824.0
LASSA,KIS,245/45R19,214335,COMPETUS WINTER 3 ,16472.0,16472.0
LASSA,KIS,245/45R19,214485,COMPETUS WINTER 2 +,16229.0,16229.0
LASSA,KIS,235/45R19,214882,COMPETUS WINTER 3 ,18696.0,18696.0
LASSA,KIS,225/45R19,214322,COMPETUS WINTER 3 ,15679.0,15679.0
LASSA,KIS,225/45R19,214468,COMPETUS WINTER 2 +,15447.0,15447.0
LASSA,KIS,255/50R19,214327,COMPETUS WINTER 3 ,14671.0,14671.0
LASSA,KIS,255/50R19,214453,COMPETUS WINTER 2 +,14454.0,14454.0
LASSA,KIS,235/50R19,214331,COMPETUS WINTER 3 ,14768.0,14768.0
LASSA,KIS,255/55R19,214318,COMPETUS WINTER 3 ,13112.0,13112.0
LASSA,KIS,255/55R19,214457,COMPETUS WINTER 2 +,12918.0,12918.0
LASSA,KIS,235/55R19,214341,COMPETUS WINTER 3 ,13445.0,13445.0
LASSA,KIS,225/55R19,214320,COMPETUS WINTER 3 ,11788.0,11788.0
LASSA,KIS,225/55R19,214471,COMPETUS WINTER 2 +,11386.0,11386.0
LASSA,KIS,205/55R19,214325,COMPETUS WINTER 3 ,11584.0,11584.0
LASSA,KIS,235/50R18,214323,COMPETUS WINTER 3 ,12521.0,12521.0
LASSA,KIS,235/50R18,214476,COMPETUS WINTER 2 +,12336.0,12336.0
LASSA,KIS,225/50R18,214333,COMPETUS WINTER 3 ,13545.0,13545.0
LASSA,KIS,225/50R18,214421,COMPETUS WINTER 2 +,13345.0,13345.0
LASSA,KIS,215/50R18,214328,COMPETUS WINTER 3 ,11748.0,11748.0
LASSA,KIS,255/55R18,214321,COMPETUS WINTER 3 ,11646.0,11646.0
LASSA,KIS,255/55R18,214454,COMPETUS WINTER 2 +,11474.0,11474.0
LASSA,KIS,235/55R18,214339,COMPETUS WINTER 3 ,12273.0,12273.0
LASSA,KIS,235/55R18,214478,COMPETUS WINTER 2 +,11855.0,11855.0
LASSA,KIS,225/55R18,214342,COMPETUS WINTER 3 ,11862.0,11862.0
LASSA,KIS,225/55R18,214470,COMPETUS WINTER 2 +,11458.0,11458.0
LASSA,KIS,215/55R18,214330,COMPETUS WINTER 3 ,11992.0,11992.0
LASSA,KIS,215/55R18,214462,COMPETUS WINTER 2 +,11815.0,11815.0
LASSA,KIS,265/60R18,214319,COMPETUS WINTER 3 ,14078.0,14078.0
LASSA,KIS,255/60R18,214315,COMPETUS WINTER 3 ,11542.0,11542.0
LASSA,KIS,255/60R18,214458,COMPETUS WINTER 2 +,11371.0,11371.0
LASSA,KIS,235/60R18,214338,COMPETUS WINTER 3 ,11561.0,11561.0
LASSA,KIS,235/60R18,214481,COMPETUS WINTER 2 +,11390.0,11390.0
LASSA,KIS,225/60R18,214334,COMPETUS WINTER 3 ,12649.0,12649.0
LASSA,KIS,225/60R18,214473,COMPETUS WINTER 2 +,12218.0,12218.0
LASSA,KIS,235/55R17,214336,COMPETUS WINTER 3 ,10690.0,10690.0
LASSA,KIS,235/55R17,214747,COMPETUS WINTER 2 +,10532.0,10532.0
LASSA,KIS,225/55R17,214469,COMPETUS WINTER 2 +,11147.0,11147.0
LASSA,KIS,215/65R17,214343,COMPETUS WINTER 3 ,9640.0,9640.0
LASSA,KIS,215/65R17,214465,COMPETUS WINTER 2 +,9312.0,9312.0
LASSA,KIS,235/60R17,214316,COMPETUS WINTER 3 ,11563.0,11563.0
LASSA,KIS,235/60R17,214480,COMPETUS WINTER 2 +,11392.0,11392.0
LASSA,KIS,225/60R17,214329,COMPETUS WINTER 3 ,12604.0,12604.0
LASSA,KIS,225/60R17,214472,COMPETUS WINTER 2 +,12175.0,12175.0
LASSA,KIS,215/60R17,214346,COMPETUS WINTER 3 ,9626.0,9626.0
LASSA,KIS,215/60R17,214463,COMPETUS WINTER 2 +,9484.0,9484.0
LASSA,KIS,265/65R17,214317,COMPETUS WINTER 3 ,13630.0,13630.0
LASSA,KIS,265/65R17,214459,COMPETUS WINTER 2 +,13429.0,13429.0
LASSA,KIS,245/65R17,214486,COMPETUS WINTER 2 +,12539.0,12539.0
LASSA,KIS,235/65R17,214332,COMPETUS WINTER 3 ,10092.0,10092.0
LASSA,KIS,235/65R17,214482,COMPETUS WINTER 2 +,9943.0,9943.0
LASSA,KIS,225/65R17,214337,COMPETUS WINTER 3 ,10761.0,10761.0
LASSA,KIS,225/65R17,214474,COMPETUS WINTER 2 +,10602.0,10602.0
LASSA,KIS,235/60R16,214479,COMPETUS WINTER 2 +,8740.0,8740.0
LASSA,KIS,215/65R16,214344,COMPETUS WINTER 3 ,7429.0,7429.0
LASSA,KIS,215/65R16,214464,COMPETUS WINTER 2 +,7319.0,7319.0
LASSA,KIS,205/65R16,214836,COMPETUS WINTER 3 ,10506.0,10506.0
LASSA,KIS,265/70R16,214418,COMPETUS WINTER 2 +,10991.0,10991.0
LASSA,KIS,245/70R16,214307,COMPETUS WINTER 3 ,9552.0,9552.0
LASSA,KIS,245/70R16,214487,COMPETUS WINTER 2 +,9227.0,9227.0
LASSA,KIS,235/70R16,214483,COMPETUS WINTER 2 +,9428.0,9428.0
LASSA,KIS,225/70R16,214475,COMPETUS WINTER 2 +,9428.0,9428.0
LASSA,KIS,215/70R16,214326,COMPETUS WINTER 3 ,8430.0,8430.0
LASSA,KIS,215/70R16,214467,COMPETUS WINTER 2 +,8305.0,8305.0
LASSA,KIS,205/80R16,214461,COMPETUS WINTER 2 +,7882.0,7882.0
LASSA,KIS,205/70R15,214460,COMPETUS WINTER 2 +,7371.0,7371.0
LASSA,KIS,235/75R15,214484,COMPETUS WINTER 2 +,7913.0,7913.0
LASSA,KIS,215/60R16,245934,WINTUS 2,10602.0,10602.0
LASSA,KIS,195/60R16,243833,WINTUS 3,9381.0,9381.0
LASSA,KIS,235/65R16,243975,WINTUS 3,11733.0,11733.0
LASSA,KIS,235/65R16,243889,WINTUS 3,12841.0,12841.0
LASSA,KIS,225/75R16,243887,WINTUS 3,11162.0,11162.0
LASSA,KIS,225/65R16,243883,WINTUS 3,11657.0,11657.0
LASSA,KIS,215/65R16,243878,WINTUS 3,10406.0,10406.0
LASSA,KIS,205/65R16,243867,WINTUS 3,9965.0,9965.0
LASSA,KIS,195/65R16,245260,WINTUS 2,9506.0,9506.0
LASSA,KIS,215/75R16,243957,WINTUS 3,9915.0,9915.0
LASSA,KIS,215/75R16,243880,WINTUS 3,10006.0,10006.0
LASSA,KIS,205/75R16,243905,WINTUS 3,9613.0,9613.0
LASSA,KIS,205/75R16,243869,WINTUS 3,9613.0,9613.0
LASSA,KIS,195/75R16,243904,WINTUS 3,8542.0,8542.0
LASSA,KIS,195/75R16,243836,WINTUS 3,8713.0,8713.0
LASSA,KIS,185/75R16,243831,WINTUS 3,8485.0,8485.0
LASSA,KIS,215/65R15,243877,WINTUS 3,10419.0,10419.0
LASSA,KIS,205/65R15,245979,WINTUS 2,9357.0,9357.0
LASSA,KIS,225/70R15,243884,WINTUS 3,9145.0,9145.0
LASSA,KIS,225/70R15,243968,WINTUS 3,9414.0,9414.0
LASSA,KIS,215/70R15,243879,WINTUS 3,9247.0,9247.0
LASSA,KIS,205/70R15,243868,WINTUS 3,8951.0,8951.0
LASSA,KIS,195/70R15,243835,WINTUS 3,7665.0,7665.0
LASSA,KIS,185R14,243832,WINTUS 3,6269.0,6269.0
LASSA,KIS,195R14,243837,WINTUS 3,6843.0,6843.0
BRIDGESTONE,KIS,285/30R21,517930,BLIZZAK 6,28879.0,28879.0
BRIDGESTONE,KIS,305/35R21,528927,BLIZZAK 6,28417.0,28417.0
BRIDGESTONE,KIS,275/35R21,511224,LM005,27848.0,27848.0
BRIDGESTONE,KIS,265/35R21,518933,BLIZZAK 6,27542.0,27542.0
BRIDGESTONE,KIS,255/35R21,594189,BLIZZAK 6,26404.0,26404.0
BRIDGESTONE,KIS,315/40R21,512701,BLIZZAK 6,27146.0,27146.0
BRIDGESTONE,KIS,265/40R21,545143,LM005 RFT,31774.0,31774.0
BRIDGESTONE,KIS,255/40R21,594149,BLIZZAK 6,28811.0,28811.0
BRIDGESTONE,KIS,235/45R21,518934,BLIZZAK 6,19849.0,19849.0
BRIDGESTONE,KIS,285/45R21,511517,LM001 RFT,35135.0,35135.0
BRIDGESTONE,KIS,275/30R20,511486,LM005,23834.0,23834.0
BRIDGESTONE,KIS,295/35R20,511805,LM001,27799.0,27799.0
BRIDGESTONE,KIS,295/35R20,511947,LM32,27799.0,27799.0
BRIDGESTONE,KIS,275/35R20,517022,BLIZZAK 6,24256.0,24256.0
BRIDGESTONE,KIS,255/35R20,517245,BLIZZAK 6,20931.0,20931.0
BRIDGESTONE,KIS,245/35R20,517244,BLIZZAK 6,21998.0,21998.0
BRIDGESTONE,KIS,265/40R20,517845,BLIZZAK 6,27396.0,27396.0
BRIDGESTONE,KIS,255/40R20,594159,BLIZZAK 6,24286.0,24286.0
BRIDGESTONE,KIS,255/40R20,511493,LM001,23813.0,23813.0
BRIDGESTONE,KIS,245/40R20,594098,BLIZZAK 6,27173.0,27173.0
BRIDGESTONE,KIS,245/40R20,511942,LM32,26643.0,26643.0
BRIDGESTONE,KIS,235/40R20,594094,BLIZZAK 6,27120.0,27120.0
BRIDGESTONE,KIS,275/45R20,511516,LM001 RFT,25403.0,25403.0
BRIDGESTONE,KIS,235/45R20,594095,BLIZZAK 6,24291.0,24291.0
BRIDGESTONE,KIS,215/45R20,511131,LM32,27410.0,27410.0
BRIDGESTONE,KIS,255/55R20,511460,LM001 RFT,29811.0,29811.0
BRIDGESTONE,KIS,195/55R20,511676,LM005,13822.0,13822.0
BRIDGESTONE,KIS,295/35R19,511226,LM005,28274.0,28274.0
BRIDGESTONE,KIS,275/35R19,517844,BLIZZAK 6,23279.0,23279.0
BRIDGESTONE,KIS,255/35R19,548122,BLIZZAK 6,17912.0,17912.0
BRIDGESTONE,KIS,245/35R19,594096,BLIZZAK 6,19279.0,19279.0
BRIDGESTONE,KIS,235/35R19,594092,BLIZZAK 6,18905.0,18905.0
BRIDGESTONE,KIS,285/40R19,517909,BLIZZAK 6,26322.0,26322.0
BRIDGESTONE,KIS,275/40R19,517242,BLIZZAK 6,21141.0,21141.0
BRIDGESTONE,KIS,255/40R19,594169,BLIZZAK 6,19260.0,19260.0
BRIDGESTONE,KIS,245/40R19,594097,BLIZZAK 6,18592.0,18592.0
BRIDGESTONE,KIS,235/40R19,524093,BLIZZAK 6,20119.0,20119.0
BRIDGESTONE,KIS,225/40R19,524091,BLIZZAK 6,19310.0,19310.0
BRIDGESTONE,KIS,255/45R19,612739,BLIZZAK 6,19793.0,19793.0
BRIDGESTONE,KIS,245/45R19,511158,LM001 RFT,24379.0,24379.0
BRIDGESTONE,KIS,265/50R19,511749,LM001 RFT,23814.0,23814.0
BRIDGESTONE,KIS,245/50R19,594099,BLIZZAK 6,18516.0,18516.0
BRIDGESTONE,KIS,245/50R19,511318,LM001 RFT,21176.0,21176.0
BRIDGESTONE,KIS,155/70R19,511714,LM500,14979.0,14979.0
BRIDGESTONE,KIS,265/35R18,517230,BLIZZAK 6,17787.0,17787.0
BRIDGESTONE,KIS,255/35R18,517227,BLIZZAK 6,16737.0,16737.0
BRIDGESTONE,KIS,275/40R18,517842,BLIZZAK 6,25857.0,25857.0
BRIDGESTONE,KIS,255/40R18,594179,BLIZZAK 6,17839.0,17839.0
BRIDGESTONE,KIS,245/40R18,610543,BLIZZAK 6,13201.0,13201.0
BRIDGESTONE,KIS,245/40R18,619369,LM005 DG,15051.0,15051.0
BRIDGESTONE,KIS,235/40R18,610549,BLIZZAK 6,13786.0,13786.0
BRIDGESTONE,KIS,225/40R18,612732,BLIZZAK 6,9979.0,9979.0
BRIDGESTONE,KIS,225/40R18,619366,LM005 DG,11406.0,11406.0
BRIDGESTONE,KIS,225/40R18,511706,LM001 RFT,12412.0,12412.0
