Pager usage is off.
Timing is off.

################ SECTION A — TABLE INVENTORY (ad + tahmini satir) ################
                  table_name                   | approx_rows 
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | d28b7879-b34f-4de5-bd44-25e64e2ca734 | intelligence | admin       | {"departments": ["sales", "pricing", "warehouse", "it", "orders", "rakip", "brand-analysis", "price-list", "ikodasi", "finansodasi"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | ab23df67-75c8-40ff-bac9-2de66c6a76b6 | intelligence | viewer      | {"departments": ["rakip"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | ae0c55f9-68cc-421d-96d9-409222452f1a | intelligence | viewer      | {"departments": ["rakip"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 80fff50c-ffc7-4623-a382-a814263609c4 | intelligence | viewer      | {"departments": ["rakip"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 0c5e2e6e-64a8-4c9b-9c45-81060ce6b042 | intelligence | viewer      | {"departments": ["rakip"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 08c5ed19-7e4f-41d2-8502-9dd01777906d | saha         | admin       | {"scope": {"level": "tumu", "regions": [], "segments": []}, "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "rep-brain", "harita", "piyasa", "rakip", "oneriler", "rapor", "kokpit", "ceo", "yon-portfoy", "duyurular", "mesajlar", "temsilciler", "sistem"], "personal_deny": [], "personal_grant": []}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 08c5ed19-7e4f-41d2-8502-9dd01777906d | intelligence | admin       | {"departments": ["sales", "pricing", "warehouse", "it", "orders", "rakip", "brand-analysis", "price-list", "ikodasi", "finansodasi"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | bd1787e9-2eb8-415b-9423-af3766f0fab4 | saha         | rep         | {"scope": {"level": "kendi", "regions": [], "segments": []}, "saha_tip": "TICARI", "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "rep-brain", "harita", "piyasa", "rakip", "oneriler", "rapor", "yon-portfoy", "duyurular", "mesajlar"], "personal_deny": [], "personal_grant": []}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 80fff50c-ffc7-4623-a382-a814263609c4 | saha         | rep         | {"scope": {"level": "kendi", "regions": [], "segments": []}, "saha_tip": "TICARI", "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "rep-brain", "harita", "piyasa", "rakip", "oneriler", "rapor", "yon-portfoy", "duyurular", "mesajlar"], "personal_deny": [], "personal_grant": []}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 5421b8b6-8292-47e8-b52a-94e3afed8f67 | saha         | rep         | {"scope": {"level": "kendi", "regions": [], "segments": []}, "saha_tip": "TICARI", "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "rep-brain", "harita", "piyasa", "rakip", "oneriler", "rapor", "yon-portfoy", "duyurular", "mesajlar"], "personal_deny": [], "personal_grant": []}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 399df061-ee02-493b-9d1e-789d1003d40e | saha         | manager     | {"scope": {"level": "tumu", "regions": [], "segments": []}, "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "harita", "piyasa", "rakip", "oneriler", "rapor", "kokpit", "yon-portfoy", "duyurular", "mesajlar", "temsilciler", "sistem", "ebatkart", "sahasesi-tum", "rep-aktivite", "memnuniyet"], "personal_deny": ["rep-brain", "ceo"], "personal_grant": ["ebatkart", "sahasesi-tum", "rep-aktivite", "memnuniyet"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | d4149f8e-fc1a-4ad6-aa24-1596c7236fdb | saha         | manager     | {"scope": {"level": "tumu", "regions": [], "segments": []}, "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "harita", "piyasa", "rakip", "oneriler", "sahasesi-tum", "sahasesi-temsilci", "rapor", "kokpit", "yon-portfoy", "duyurular", "mesajlar"], "personal_deny": [], "personal_grant": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "harita", "piyasa", "rakip", "oneriler", "sahasesi-tum", "sahasesi-temsilci", "rapor", "kokpit", "yon-portfoy", "duyurular", "mesajlar"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 0c5e2e6e-64a8-4c9b-9c45-81060ce6b042 | saha         | rep         | {"scope": {"level": "kendi", "regions": [], "segments": []}, "saha_tip": "TICARI", "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "rep-brain", "harita", "piyasa", "rakip", "oneriler", "rapor", "yon-portfoy", "duyurular", "mesajlar"], "personal_deny": [], "personal_grant": []}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 399df061-ee02-493b-9d1e-789d1003d40e | intelligence | analyst     | {"departments": ["sales", "pricing", "warehouse", "orders", "rakip", "brand-analysis", "price-list", "finansodasi"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | ab23df67-75c8-40ff-bac9-2de66c6a76b6 | saha         | rep         | {"scope": {"level": "kendi", "regions": [], "segments": []}, "saha_tip": "TICARI", "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "rep-brain", "harita", "piyasa", "rakip", "oneriler", "rapor", "yon-portfoy", "duyurular", "mesajlar"], "personal_deny": [], "personal_grant": ["rotam"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | d4149f8e-fc1a-4ad6-aa24-1596c7236fdb | intelligence | analyst     | {"departments": ["sales", "pricing", "warehouse", "orders", "rakip", "brand-analysis", "price-list", "finansodasi"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | ae0c55f9-68cc-421d-96d9-409222452f1a | saha         | rep         | {"scope": {"level": "kendi", "regions": [], "segments": []}, "saha_tip": "TUKETICI", "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "rep-brain", "harita", "piyasa", "rakip", "oneriler", "rapor", "yon-portfoy", "duyurular", "mesajlar"], "personal_deny": [], "personal_grant": []}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 6e1275a3-4f83-4606-a390-66c4ae99a7eb | intelligence | manager     | {"departments": ["sales", "pricing", "warehouse", "orders", "it", "rakip", "brand-analysis", "price-list"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 44ec101f-9797-407c-8a29-1d0bb1317339 | saha         | rep         | {"scope": {"level": "kendi", "regions": [], "segments": []}, "saha_tip": "TICARI", "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "rep-brain", "harita", "piyasa", "rakip", "oneriler", "rapor", "yon-portfoy", "duyurular", "mesajlar"], "personal_deny": [], "personal_grant": []}

# --- users tablosu: auth kolon adlari (1 ornek, sifre HASH gizli degil-onemli degil ama yine de kirp)
                  id                  |       email        |                                                                                          users_columns                                                                                          
--------------------------------------+--------------------+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 6e1275a3-4f83-4606-a390-66c4ae99a7eb | fatih@roomsium.com | id, email, full_name, auth_provider, status, created_at, updated_at, password_hash, password_reset_required, credentials_sent_at, role, name, last_login_at, telefon, totp_secret, totp_enabled


################ SECTION G — KRB VERI HACMI + TARIH ARALIGI (demo hacmini gercekci olcmek icin) ################
           tbl           |   n    
-------------------------+--------
 bi_marj_atom            |  15631
 bi_marj_fact            |  28968
 bi_metrik_gecmis        |   4231
 bi_musteri_risk         |  38933
 bi_satis_faturalari     | 370215
 bi_stok_durumu          |   3167
 bi_tahsilat             |   7448
 bi_tedarikci_faturalari | 148131
 rep_kimlik_koprusu      |     69
 saha_musteri            |   1687
 saha_rep_not            |    255
 saha_ziyaret            |   3604
 sap_musteri_sahiplik    |   1142


################ SECTION H — ORNEK SATIRLAR (deger sekli/format; demo verisini gercekci kurmak icin) ################
# bi_satis_faturalari (2 satir)
                  id                  |              tenant_id               | export_date | fatura_tarihi | fatura_no | vade_tarihi |      depo_adi      |  sube  | fatura_kesen | satis_temsilcisi | musteri_kodu | musteri_adi |    satis_kanali     |  sehir  |         odeme_kosulu          | kalem_kodu |         kalem_tanimi          | grup_adi  |   kategori    |    kategori2     | kategori3 | ebat | jant_capi | marka | miktar | birim_fiyat | para_birimi | satir_tutar | vergi_no | vergi_dairesi |    tc_no    
--------------------------------------+--------------------------------------+-------------+---------------+-----------+-------------+--------------------+--------+--------------+------------------+--------------+-------------+---------------------+---------+-------------------------------+------------+-------------------------------+-----------+---------------+------------------+-----------+------+-----------+-------+--------+-------------+-------------+-------------+----------+---------------+-------------
 b196f312-a467-4b24-a264-61b909b45376 | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 2021-12-31  | 2021-12-22    | 11440     | 2021-12-22  | IZMIT SUBE DEPO    | IZMIT  | Melek Durak  | Özkan Erbaş      | M4126693     | YUSUF KUŞAR | MAĞAZA SATIŞ/İZMİT  | KOCAELİ | Peşin - Kredi Kartı Tek Çekim | AA008904   | YUASA 3000 75AH               | AKU       | TUKETICI AKÜ  | STARTER TÜKETİCİ |           |      |           | YUASA | 1.0000 |    677.9660 | TRY         |    677.9700 |          |               | 12439280526
 9e190c67-b05a-4609-b9b9-07f5a776e3c1 | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 2021-12-31  | 2021-12-28    | 12684     | 2022-01-27  | SEMBOL SERVİS DEPO | SEMBOL | Gülçin Beyaz | Ümit Oktay       | M5401067     | METİN SAY   | MAĞAZA SATIŞ/SEMBOL | SAKARYA | 30 Gün Vade                   | YKT-10047  | FAVORIT 10W40 4 LT MOTOR YAĞI | YAG KATKI | MOTOR YAGLARI | MOTOR YAGLARI    |           |      |           | DIGER | 1.0000 |    169.4900 | TRY         |    169.4900 |          |               | 47731192352

# bi_marj_atom (2 satir)
              tenant_id               | kalem_kodu |     ay     | marka |    ebat     |       kategori       |  adet  |    ciro    | ort_fiyat | birim_maliyet | maliyet_kaynak | brut_kar | marj_pct |         hesaplanma_at         | tesvik_kesin_pct | tesvik_max_pct | kesin_net_kar | kesin_net_marj_pct | pot_net_marj_pct | tesvik_kaynak | birim_maliyet_kanon | marj_pct_kanon | kanon_kapsam 
--------------------------------------+------------+------------+-------+-------------+----------------------+--------+------------+-----------+---------------+----------------+----------+----------+-------------------------------+------------------+----------------+---------------+--------------------+------------------+---------------+---------------------+----------------+--------------
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | LKY-2137   | 2024-07-01 | AVON+ | 13R22.5     | MÜŞTERİ TBR YENİLEME | 6.0000 | 30000.0000 |      5000 |          4476 | donem          |     3144 |     10.5 | 2026-07-31 17:28:18.297907+00 |                  |                |          3144 |               10.5 |             10.5 | kapsam-disi   |                4476 |           10.5 |          100
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | LKY-2139   | 2024-07-01 | AVON+ | 315/80R22.5 | MÜŞTERİ TBR YENİLEME | 2.0000 |  8749.6200 |      4375 |          4471 | donem          |     -192 |     -2.2 | 2026-07-31 17:28:18.297907+00 |                  |                |          -192 |               -2.2 |             -2.2 | kapsam-disi   |                4471 |           -2.2 |          100

# bi_musteri_risk (2 satir)
                  id                  |              tenant_id               | export_date |          ingested_at          | muhatap_kodu |                            muhatap_adi                             | vergi_no | vergi_dairesi |     grup      | musteri_mi | odeme_kosulu | satis_calisani | kredi_limiti | toplam_risk | vadesi_gecmis | limit_asimi | hesap_bakiyesi | cek_senet_riski | kullanilabilir_limit | taahhut_limiti | dbs_limit | odenmemis_cekler | odenmemis_senetler | bekleyen_siparis | ciro_2019 | ciro_2020 | ciro_2021 
--------------------------------------+--------------------------------------+-------------+-------------------------------+--------------+--------------------------------------------------------------------+----------+---------------+---------------+------------+--------------+----------------+--------------+-------------+---------------+-------------+----------------+-----------------+----------------------+----------------+-----------+------------------+--------------------+------------------+-----------+-----------+-----------
 7b387f68-cf4a-4d74-9560-4c20abd3f51c | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 2026-08-11  | 2026-08-11 16:00:32.092472+00 | M4113596     | BAŞATLI BORU PROFİL SAN TİC A.Ş                                    |          |               | FILO TUKETICI | t          |              | Eren Hacıoğlu  |      5000.00 |      400.00 |          0.00 |        0.00 |         400.00 |                 |                      |                |           |                  |                    |             0.00 |           |           |          
 44d0fd30-07f6-4454-a78d-8b9a8e995ed6 | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 2026-08-11  | 2026-08-11 16:00:32.092472+00 | M4145442     | BR ELEKTRİK  İNŞAAT TAAHHÜT NAKLİYE SANAYİ TİCARET LİMİTED ŞİRKETİ |          |               | FILO TUKETICI | t          |              | Eren Hacıoğlu  |         1.00 |    29290.00 |          0.00 |    29289.00 |       29290.00 |                 |                      |                |           |                  |                    |             0.00 |           |           |          

# bi_metrik_gecmis (3 satir)
                  id                  |              tenant_id               | metrik | periyot |   donem    | deger | birim |  guven   |     kaynak     | kaynak_export_date |                                meta                                 |         hesaplanma_at         | boyut_tipi | boyut_deger 
--------------------------------------+--------------------------------------+--------+---------+------------+-------+-------+----------+----------------+--------------------+---------------------------------------------------------------------+-------------------------------+------------+-------------
 6b80e2e7-38b2-4795-be18-b745ab3ec32a | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | dso    | ay      | 2022-10-01 |    90 | gun   | yaklasik | reconstruction |                    | {"tam": true, "yontem": "alacak_recon/gunluk_kredili ~%7 yaklasik"} | 2026-07-15 03:59:12.998627+00 | sirket     | 
 5ea54df2-0f91-4aed-9dca-e68cfc66af15 | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | dso    | ay      | 2022-11-01 |    96 | gun   | yaklasik | reconstruction |                    | {"tam": true, "yontem": "alacak_recon/gunluk_kredili ~%7 yaklasik"} | 2026-07-15 03:59:12.998627+00 | sirket     | 
 871cfe45-f946-46d1-919a-7d7d8f87b43f | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | dso    | ay      | 2022-12-01 |    85 | gun   | yaklasik | reconstruction |                    | {"tam": true, "yontem": "alacak_recon/gunluk_kredili ~%7 yaklasik"} | 2026-07-15 03:59:12.998627+00 | sirket     | 

# bi_tahsilat (2 satir)
              tenant_id               | muhatap_kodu |      muhatap_adi      |   grup    | satis_calisani | tahsilat_adedi | toplam_tahsilat | ort_tahsilat_suresi | ort_gecikme_gun | gec_odeme_orani | son12_adedi | son12_tutar | son12_suresi | son12_gecikme_gun | son12_gec_orani | son_tahsilat_tarihi | musteri_mi | export_date 
--------------------------------------+--------------+-----------------------+-----------+----------------+----------------+-----------------+---------------------+-----------------+-----------------+-------------+-------------+--------------+-------------------+-----------------+---------------------+------------+-------------
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | EM000001     | E TİCARET TRENDYOL    | E-TICARET | Ahmet Zengin   |            205 |      1424600.00 |               19.41 |           19.41 |           98.61 |         205 |  1424600.00 |        19.41 |             19.41 |           98.61 | 2026-06-30          | t          | 2026-08-11
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | EM000002     | E TİCARET HEPSİBURADA | E-TICARET | Ahmet Zengin   |             62 |       909918.55 |               16.65 |           16.65 |           95.95 |          62 |   909918.55 |        16.65 |             16.65 |           95.95 | 2026-06-30          | t          | 2026-08-11

# bi_stok_durumu (2 satir)
                  id                  |              tenant_id               | export_date |          ingested_at          | kalem_kodu |       kalem_tanimi       | grup_adi | kategori  | marka |     depo     | eldeki_miktar | siparis_miktar | min_stok | birim_maliyet | toplam_deger 
--------------------------------------+--------------------------------------+-------------+-------------------------------+------------+--------------------------+----------+-----------+-------+--------------+---------------+----------------+----------+---------------+--------------
 e040d021-6df2-479e-b98e-b64158aaf512 | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 2026-08-11  | 2026-08-11 16:00:29.291419+00 | CLTC-1091  | 315/70R22.5 İKAME LASTİK | 2. EL    | TBR İKAME | DIGER | MATADOR DEPO |         10.00 |           0.00 |     0.00 |      700.0000 |      7000.00
 c221358f-0014-490f-bcd3-1af1480888ae | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 2026-08-11  | 2026-08-11 16:00:29.291419+00 | CLTC-1091  | 315/70R22.5 İKAME LASTİK | 2. EL    | TBR İKAME | DIGER | TICARI DEPO  |          3.00 |           1.00 |     0.00 |      700.0000 |      2100.00

# saha_musteri (2 satir)
                  id                  |              tenant_id               |   tip    |                 firma                  | musteri_kodu |   il    |   ilce    | segment |   durum    | lat | lng |             sorumlu_rep              |  telefon  |        yetkili         |                           notlar                            | aktif |              created_by              |          created_at           |          updated_at           | vergi_no | sektorler | tedarikci_markalar |    tc_no    |    kayit_kaynagi     | arac_parki | kullanilan_markalar | yillik_potansiyel |               raf_markalar                |   bayilikler    | rakip_toptancilar | kis_stok | yaz_stok |       profil_guncel_at        
--------------------------------------+--------------------------------------+----------+----------------------------------------+--------------+---------+-----------+---------+------------+-----+-----+--------------------------------------+-----------+------------------------+-------------------------------------------------------------+-------+--------------------------------------+-------------------------------+-------------------------------+----------+-----------+--------------------+-------------+----------------------+------------+---------------------+-------------------+-------------------------------------------+-----------------+-------------------+----------+----------+-------------------------------
 dd12a9dd-11e5-579c-992b-b0b72a987902 | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | TICARI   | AKÇANSA                                |              | YALOVA  | ALTINOVA  |         | ESKI_NOKTA |     |     | ab23df67-75c8-40ff-bac9-2de66c6a76b6 |           |                        | BİRLEŞTİRİLDİ (şube) → acde648f-42c4-54c0-b5f3-c1dcf4221b6a | f     | ab23df67-75c8-40ff-bac9-2de66c6a76b6 | 2026-07-26 20:36:22.015113+00 | 2026-07-27 03:46:42.67793+00  |          | {}        | {}                 |             | EXCEL_IMPORT_KONTROL |            |                     |                   |                                           |                 |                   |          |          | 
 cfe7a648-b869-4ec4-88bf-ed632e9bb66b | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | TUKETICI | TACİ OTO LASTİK TACEDDİN KARAOSMANOĞLU | M4148211     | KOCAELİ | BAŞİSKELE |         | YENI_NOKTA |     |     | bd1787e9-2eb8-415b-9423-af3766f0fab4 | 053652539 | Tacettin Karaosmanoğlu |                                                             | t     | ae0c55f9-68cc-421d-96d9-409222452f1a | 2026-07-22 14:58:49.674505+00 | 2026-07-22 15:54:39.589132+00 |          | {}        | {}                 | 10664697638 | SAHA_ZIYARETI        |            |                     |                   | {Continental,Goodyear,Kumho,Nexen,Sailun} | {"Lastik Park"} | {Yuke,Mutaf}      |       40 |          | 2026-07-22 15:54:39.589132+00

# saha_ziyaret (2 satir)
                  id                  |              tenant_id               |              musteri_id              |                rep_id                |    rep_adi    |   tip    |   durum    | planlanan_tarih | ziyaret_tarihi |          checkin_at           | checkin_lat | checkin_lng |  katilimci   |                                                                                      notlar                                                                                       |                                                                                          detay                                                                                           |     kaynak      |              created_by              |          created_at           |          updated_at           | lokasyon_id | notlar_orijinal | duzenlendi_at | duzenleyen 
--------------------------------------+--------------------------------------+--------------------------------------+--------------------------------------+---------------+----------+------------+-----------------+----------------+-------------------------------+-------------+-------------+--------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------+--------------------------------------+-------------------------------+-------------------------------+-------------+-----------------+---------------+------------
 f1705797-8642-4456-947d-ee2704564431 | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 42f53f2f-abb4-4e9d-9d5a-6e830c8ec11f | ae0c55f9-68cc-421d-96d9-409222452f1a |               | TUKETICI | TAMAMLANDI |                 | 2026-07-15     | 2026-07-15 07:36:02.528104+00 |   40.746155 |   29.947165 | Savaş seyhan | Genel ziyaret yapıldı. Savaş bey ile görüşüldü. Cari hesap ekstresi incelendi ve detaylı anlatım yapıldı. Geçen yıl kış lastiği alımlarının kaç adet olduğu bilgisi paylaşılacak. | {"kis_stok": 0, "rakipler": ["Ayko", "Çakıroğlu", "Batı Lastik"], "yaz_stok": null, "bayilikler": ["Petlas"], "raf_markalari": ["Lassa", "Continental", "Hankook", "Laufenn", "Sailun"]} | APP             | ae0c55f9-68cc-421d-96d9-409222452f1a | 2026-07-15 07:35:59.230248+00 | 2026-07-15 07:36:02.528104+00 |             |                 |               | 
 4aef2a6e-1ae0-4d58-a80f-558e874d2fd8 | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 2a41439c-2a11-4e23-be55-28fac879f0cf | 80fff50c-ffc7-4623-a382-a814263609c4 | Hüseyin Bilgi | TICARI   | TAMAMLANDI |                 | 2026-07-06     |                               |             |             |              | ayhan kaya ziyaret edildi 385/55 lastik talebi vardı hutrac satışı yapıldı gelince sevk edilecek kardeşi ibrahim kaya içinde alım yapacak .                                       | {"il": "DÜZCE", "ilce": "KAYNAŞLI"}                                                                                                                                                      | EXCEL_MIGRASYON | 80fff50c-ffc7-4623-a382-a814263609c4 | 2026-07-11 04:58:00.016659+00 | 2026-07-11 04:58:00.016659+00 |             |                 |               | 

# rep_kimlik_koprusu (3 satir)
              tenant_id               |   sap_temsilci    |               user_id                | durum | kanal_etiket | ciro_12ay | musteri_12ay | ilk_satis  | son_satis  |        guncellendi_at         
--------------------------------------+-------------------+--------------------------------------+-------+--------------+-----------+--------------+------------+------------+-------------------------------
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | Adnan Karakaya    | bd1787e9-2eb8-415b-9423-af3766f0fab4 | saha  |              |  52025510 |          362 | 2021-10-02 | 2026-08-08 | 2026-08-08 19:46:19.766632+00
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | Ali Kemal Pıçakçı | ab23df67-75c8-40ff-bac9-2de66c6a76b6 | saha  |              |  56163362 |          104 | 2022-11-30 | 2026-08-07 | 2026-08-08 19:46:19.766632+00
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | Eftal Yıldız      | ae0c55f9-68cc-421d-96d9-409222452f1a | saha  |              | 123358519 |          132 | 2026-02-17 | 2026-08-08 | 2026-08-08 19:46:19.766632+00

# sap_musteri_sahiplik (2 satir)
              tenant_id               | musteri_kodu |         ana_sorumlu_user_id          | ana_sorumlu_sap |  skor  | ciro_pay | ay_pay | saha_rep_say | toplam_ciro_12ay |         hesaplandi_at         
--------------------------------------+--------------+--------------------------------------+-----------------+--------+----------+--------+--------------+------------------+-------------------------------
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | EM000123     | ae0c55f9-68cc-421d-96d9-409222452f1a | Eftal Yıldız    | 1.0000 |   1.0000 | 1.0000 |            1 |            91883 | 2026-08-08 22:32:50.593939+00
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | M0100081     | 44ec101f-9797-407c-8a29-1d0bb1317339 | Uğur Yıldız     | 1.0000 |   1.0000 | 1.0000 |            1 |            80467 | 2026-08-08 22:32:50.593939+00


################ SECTION I — company_profile / kimlik prompt izleri (KRB sizinti denetimi icin) ################
# KRB config_json.company_profile var mi, uzunlugu ne
 slug | has_profile | profile_len | alias 
------+-------------+-------------+-------
 krb  | f           |           0 | KRB


################ RECON SONU — recon_out.txt olarak geri gonder ################
